"appid","average_2weeks","average_forever","developer","median_2weeks","median_forever","name","negative","owners","owners_variance","players_2weeks","players_2weeks_variance","players_forever","players_forever_variance","positive","price","publisher","score_rank","userscore"
"253290","272","180","Santa Ragione","290","88","FOTONICA","68","91290","9572","1312","1147","50892","7147","551","1499","Santa Ragione","70","90"
"251950","151","163","Cornered Rat Software","26","18","WWII Online","787","603091","24590","11280","3365","247900","15771","560","799","Cornered Rat Software","5","41"
"11450","77","373","Triumph Studios, Virtual Programming","41","114","Overlord","227","1351774","36788","2361","1539","634046","25213","3052","499","Codemasters","86","93"
"111800","95","188","Swing Swing Submarine","95","73","Blocks That Matter","148","267836","16393","791","1550","183629","13574","530","499","","42","82"
"284890","0","217","Moonrise Interactive","0","190","Left in the Dark: No One on Board","62","76862","8783","0","0","44071","6651","321","999","Artifex Mundi","53","83"
"281220","220","208","Abstraction Games","220","168","BloodRayne Betrayal","239","91815","9599","791","1550","60598","7799","421","999","Midnight City, Majesco Entertainment","19","62"
"695650","0","405","洋葱头科技","0","536","","28","2623","1622","0","0","2361","1539","64","399","洋葱头科技","27","68"
"258090","0","281","TORaIKI","0","181","99 Spirits","141","81846","9063","0","0","48531","6979","199","999","Fruitbat Factory","14","73"
"581370","0","176","Tonguç Bodur","0","206","Drizzlepath: Glass","19","2886","1702","0","0","1182","1335","46","599","Tonguç Bodur","28","68"
"550900","562","878","WEBZEN Inc.","50","51","Metin2","2197","795902","28244","34890","5918","637456","25281","3107","0","Gameforge 4D GmbH","14","58"
"436230","31","70","Anshar Studios","31","50","Detached","23","6821","2616","785","1538","4984","2236","105","2499","Anshar Studios","51","79"
"467900","6","87","Frogshark","6","93","SWORDY","16","4722","2177","791","1550","4460","2115","58","1499","Frogshark","42","74"
"316370","211","285","Dreamatrix","211","290","Wave of Darkness","37","10493","3245","791","1550","6296","2514","47","2999","Dreamatrix ","12","38"
"37030","20","935","Chaos Concept","20","199","UFO: Extraterrestrials Gold","38","106505","10339","784","1536","29643","5455","113","999","ND Games","35","78"
"340800","0","146","InvertMouse","0","135","Unhack","32","32266","5691","0","0","20724","4561","208","399","InvertMouse","61","92"
"652000","0","0","Quantum Productions","0","0","Quantum Pilot","0","788","1091","0","0","0","0","0","499","Quantum Productions","","0"
"369700","0","109","Arcanity Inc","0","143","Tanzia","0","1836","1357","0","0","1574","1257","0","1499","Arcanity Inc","","0"
"351100","314","585","Ellada Games","314","300","Niffelheim","75","23085","4813","788","1091","20199","4503","409","1999","Ellada Games","56","81"
"453990","0","0","Ryan Melmoth","0","0","Mibibli's Quest","1","7083","2666","0","0","0","0","35","599","Ryan Melmoth","97","96"
"2360","191","72","Raven Software","191","7","HeXen: Beyond Heretic","17","211698","14575","785","1538","50105","7091","214","499","id Software","82","92"
"325090","109","164","Bossa Studios","50","91","Deep Dungeons of Doom","90","226126","15063","3148","1777","90241","9517","363","499","Bossa Studios","46","91"
"603140","19","110","Eternal Night Studios","20","19","Connected Hearts - Visual novel","18","22823","4786","1571","2175","12067","3480","93","0","Stw Projects, Ziel Graywords","53","83"
"672110","70","37","Verymax","70","38","AppleSnake","14","4722","2177","785","1538","1049","1026","22","49","Verymax","17","45"
"364100","0","20","Brandon Brizzi","0","29","Space Robot Samurai Zombie Slayer","6","8132","2857","0","0","2623","1622","16","199","Brandon Brizzi","31","80"
"100400","0","1060","Nevercenter Ltd. Co.","0","596","Silo 2","14","4984","2236","0","0","3935","1987","45","9999","Nevercenter Ltd. Co.","39","74"
"523210","73","105","Accidental Queens","73","84","A Normal Lost Phone","74","21511","4646","787","888","16264","4040","672","299","Playdius, Plug In Digital","74","89"
"3960","0","366","PopTop","0","14","Shattered Union","46","40923","6409","0","0","16527","4073","37","499","2K Games","6","42"
"446150","170","434","Valkyrie Entertainment, LLC","24","76","GUNS UP!","533","316892","17830","19675","4444","256556","16044","959","0","PlayStation Mobile, Inc.","21","64"
"339820","0","228","MP Game Studios","0","212","Starwalker","18","12067","3480","0","0","11280","3365","9","199","MP Game Studios","","0"
"264970","0","12063","","0","22507","Flow DJ Software","0","1577","1543","0","0","1577","1543","0","0","","","0"
"424850","0","354","LInsoDeTeh","0","433","Galactineers","8","4722","2177","0","0","3410","1850","11","999","LInsoDeTeh","13","41"
"47700","113","374","EA Los Angeles","93","107","Command & Conquer 4: Tiberian Twilight","1305","352306","18799","3410","1850","236882","15417","307","1999","Electronic Arts","0","18"
"555290","0","136","Elf Games Works","0","176","Little Briar Rose","4","1574","1257","0","0","1049","1026","29","799","Mangatar Games","64","84"
"217790","24","293","City Interactive","42","43","Dogfight 1942","133","120671","11005","1049","1026","61122","7832","341","999","CI Games","30","68"
"466270","5","36","Michael Pelletier, Ross Joseph Gardner","9","9","Half-Life: A Place in the West","63","86043","9293","1583","2192","38038","6179","453","0","Michael Pelletier, Ross Joseph Gardner","64","87"
"378590","0","12","Inferno Studio","0","18","Forest Warrior","20","20986","4589","0","0","2623","1622","20","399","Black Shell Media","9","50"
"38160","0","1493","Alawar","0","1097","Farm Frenzy 3: American Pie","0","4722","2177","0","0","1836","1357","2","999","iWin","100","100"
"683690","0","17","Nicholas Rizzo","0","17","Supermarket Tycoon","8","2623","1622","0","0","787","888","11","499","Nicholas Rizzo","13","62"
"261490","226","186","RedBedlam","226","173","Bedlam","152","108866","10453","788","1091","47219","6884","462","1299","KISS ltd","37","68"
"254920","0","651","Impressions Games","0","150","Lords of the Realm","5","22298","4731","0","0","8132","2857","16","199","Rebellion","39","73"
"582280","317","227","Kirill Gurman","449","210","PIGMENTUM","74","299840","17344","1836","1357","270197","16465","59","99","NedoStudio","6","70"
"559650","111","431","Barrel Roll Games","59","193","Witch It","105","78436","8873","17314","4169","74239","8632","1110","1499","Barrel Roll Games","78","90"
"409040","0","163","Games Hut","0","181","Herolike","15","4984","2236","0","0","2623","1622","29","799","Black Shell Media","22","68"
"503960","0","59","Comrades Inc.","0","69","Will of the Gods","8","4722","2177","0","0","4460","2115","27","299","Comrades Inc.","40","74"
"269550","274","4435","Inmatrix LTD","274","8600","Zoom Player 13 : Steam Edition","20","4722","2177","785","1538","2099","1451","51","0","Inmatrix LTD","30","67"
"655170","0","144","Andrii Vintsevych","0","165","Telepathy Zero","11","2099","1451","0","0","1577","1543","12","0","Andrii Vintsevych","10","52"
"467910","0","158","Nick Everlith","0","298","EPCH","11","1183","1336","0","0","1571","2175","42","1499","Nick Everlith","44","65"
"73060","0","361","Most Wanted Entertainment","0","45","Defenders of Ardania","63","45907","6788","0","0","22560","4758","32","999","Paradox Interactive","2","23"
"399120","292","158","Richard Seabrook","292","133","Prospekt","439","17838","4231","784","1536","14428","3805","603","999","Richard Seabrook","13","58"
"728150","0","37","Tim McArthur","0","37","Virtual Race Car Engineer 2018","0","791","1550","0","0","791","1550","0","1499","Tim McArthur","","0"
"214630","2195","664","Aspyr","2195","251","Call of Duty: Black Ops - Mac Edition","89","89978","9503","787","888","37513","6136","142","3999","Aspyr ","17","62"
"685020","1","11","Spacevb Studio","1","13","Spacecraft","18","28331","5332","791","1550","1182","1335","14","99","Spacevb Studio","5","40"
"396730","0","0","deadweight games","0","0","gShift","7","6558","2565","0","0","0","0","3","99","NEXUS Studios, Inc.","2","50"
"659090","0","3","BetsonGames","0","3","Proviant","0","5509","2351","0","0","785","1538","0","399","AYE Technology","","0"
"265420","0","1207","","0","1206","MAGIX Music Maker 2014","0","3673","1920","0","0","3673","1920","0","0","","","0"
"335460","0","206","Tin Man Games","0","194","An Assassin in Orlandes","10","26757","5182","0","0","17314","4169","49","499","Tin Man Games","53","88"
"496850","0","0","Scoria Studios","0","0","Brick Battalion","0","2099","1451","0","0","0","0","6","999","Scoria Studios","100","100"
"21800","408","494","Ubisoft  Shanghaï","544","125","Tom Clancy's EndWar","90","92077","9613","1971","1725","66631","8178","229","999","Ubisoft","30","71"
"494320","8","247","Taito","8","127","Wizrogue - Labyrinth of Wizardry","25","4722","2177","791","1550","3935","1987","64","1199","Forever Entertainment S. A.","30","69"
"205830","0","165","MumboJumbo","0","118","Luxor Evolved","16","56400","7524","0","0","10755","3285","168","999","MumboJumbo","78","97"
"444430","5","59","Peaksel D.O.O. Nis","5","76","Zeus vs Monsters - Math Game for kids","6","11280","3365","791","1550","1971","1725","11","599","Peaksel D.O.O. Nis","21","100"
"754530","180","175","Team Fusion Simulations, 1C: Maddox Games","100","75","IL-2 Sturmovik: Cliffs of Dover Blitz Edition","62","223503","14975","6034","2461","17314","4169","191","2499","1C Company","37","70"
"696190","0","0","H L Nunnelly","0","0","Vacant","0","1836","1357","0","0","0","0","0","299","H L Nunnelly","","0"
"504300","122","138","Little Big MMO","84","32","Gangs of Space","82","99947","10015","3137","3072","70041","8384","249","0","Little Big MMO","37","75"
"396900","14","316","Caged Element Inc.","16","106","GRIP","77","33316","5783","1574","1257","30430","5526","1005","1999","Caged Element Inc.","82","91"
"375250","0","231","Onni Interactive","0","199","Pizza Express","24","28856","5382","0","0","19150","4384","142","699","Black Shell Media","59","91"
"401910","42","125","E McNeill","60","176","Darknet","2","5509","2351","1583","2192","2365","1890","62","1499","E McNeill","95","95"
"33710","0","23","dtp – young entertainment Gmbh & Co. KG","0","24","Paws and Claws: Pet School","0","3410","1850","0","0","1183","1336","0","699","ValuSoft, Retroism","","0"
"517220","0","0","Karl Binder, David Nestoruk","0","0","Balls! Virtual Reality Cricket","2","791","1550","0","0","0","0","2","999","stickee","9","50"
"513820","0","207","Dumbfounded","0","213","LUXIS","3","35677","5984","0","0","25970","5105","17","499","Dumbfounded","59","100"
"326630","1","748","BigBlaze Games","1","202","Club Manager 2015","52","23085","4813","784","1536","12854","3592","39","999","2tainment","5","43"
"709310","1","42","Bossa Studios","1","14","Decksplash Free Week","84","64270","8032","785","1538","39087","6263","332","0","Bossa Studios","44","79"
"370550","0","328","10tons Ltd","0","283","Sparkle 2","9","14166","3771","0","0","10493","3245","62","799","10tons Ltd","64","83"
"749040","0","40","Muzaku","0","40","Battle Runner","0","2757","2040","0","0","791","1550","0","99","Muzaku","","0"
"375400","0","169","Inner Void","0","109","ICY","53","9968","3163","0","0","8657","2947","135","1299","Digital Tribe","30","64"
"525870","0","64","CrystalGame","0","71","WackyMoles","1","3410","1850","0","0","1577","1543","3","599","CrystalGame","37","100"
"534360","12","910","Asmodee Digital, Frima Studio","12","1784","Colt Express","5","4197","2052","791","1550","2623","1622","16","699","Asmodee Digital","39","73"
"277910","0","203","HyperKat Games","0","149","Mars Colony:Challenger","45","6558","2565","0","0","6034","2461","71","499","HyperKat Games","17","61"
"24470","0","701","NeocoreGames","0","122","King Arthur: Collection","24","105193","10275","0","0","52990","7293","41","0","Paradox Interactive","","0"
"394380","17","35","Pinterac","21","10","BattleStick","473","308235","17585","2361","1539","247375","15754","336","0","Pinterac","5","41"
"246960","0","157","Black Forest Games","0","73","Giana Sisters: Twisted Dreams - Rise of the Owlverlord","44","138771","11801","0","0","57450","7593","252","499","Black Forest Games, THQ Nordic","59","87"
"404400","0","10","Winnie Song","0","13","BADBLOOD","3","2361","1539","0","0","1574","1257","15","799","WSONG LLC","53","75"
"528200","161","2124","MAGIX Software GmbH","229","351","VEGAS Pro 14 Edit Steam Edition","35","10493","3245","2886","1702","9444","3079","326","19900","MAGIX Software GmbH","74","90"
"581340","0","0","Liber Primus Games","0","0","Narborion Saga","0","5509","2351","0","0","0","0","0","1999","Liber Primus Games","","0"
"480510","0","9194","simplitec GmbH","0","15897","GameCaptr - App-controlled recording & streaming","24","1312","1147","0","0","1312","1147","14","2499","simplitec GmbH","3","28"
"611800","27","78","CloudWeight Studios","27","50","Jidousha Shakai","84","5247","2295","785","1538","4984","2236","164","1999","CloudWeight Studios","23","65"
"684870","0","0","Neonchimp Games","0","0","Spiral Splatter","2","2623","1622","0","0","0","0","17","299","Sometimes You","70","92"
"404620","184","211","Stardock Entertainment","317","92","The Political Machine 2016","148","91815","9599","1574","1257","52466","7257","503","999","Stardock Entertainment","40","77"
"277870","10","154","Tricktale","10","83","Diehard Dungeon","93","72140","8509","785","1086","57187","7576","304","499","Tricktale","39","76"
"452340","0","376","Sindie Games","0","596","Ian's Eyes","16","3673","1920","0","0","2361","1539","42","999","SOEDESCO Publishing","31","55"
"400580","109","261","Hanako Games","109","189","Black Closet","7","11280","3365","791","1550","7870","2810","135","1999","Hanako Games","92","94"
"40340","4","373","Animation Arts","6","472","Secret Files 2: Puritas Cordis","12","19150","4384","1568","2172","7083","2666","50","999","Deep Silver","46","79"
"324090","0","262","FCS - Football Team","0","223","Football Club Simulator - FCS 18","40","23085","4813","0","0","4722","2177","57","995","FX Interactive","14","59"
"356040","551","885","Unicube, Team 17 Digital Ltd","307","336","Sheltered","679","327385","18123","10493","3245","250261","15846","2544","1499","Team17 Digital Ltd","42","79"
